物品,成交量,最低價,中位價,最高價,價格變化,日期
鞋子敏捷性卷軸10%卷軸,161,35000,50000,55000,+0.87%,2025-06-12
套服幸運卷軸100%卷軸,159,1350000,1450000,1550000,-0.76%,2025-06-12
盾牌力量卷軸60%卷軸,159,95000,150000,230000,+26.92%,2025-06-12
手槍攻擊力卷軸10%卷軸,158,180000,330000,450000,+16.11%,2025-06-12
下衣體力卷軸60%卷軸,152,375000,420000,450000,-1.70%,2025-06-12
高級瞬移之石商城道具,150,120000,130000,150000,+9.12%,2025-06-12
盾牌生命卷軸60%卷軸,148,720000,800000,820000,-0.35%,2025-06-12
長杖魔力卷軸10%卷軸,148,200000,400000,500000,+9.10%,2025-06-12
鞋子移動速度卷軸60%卷軸,142,28000,30000,37000,-0.17%,2025-06-12
上衣體力卷軸60%卷軸,132,200000,250000,320000,-12.48%,2025-06-12
耳飾體力卷軸10%卷軸,128,90000,100000,130000,+0.74%,2025-06-12
套服智力卷軸100%卷軸,127,2000000,2000000,2000000,0.00%,2025-06-12
耳飾敏捷卷軸100%卷軸,126,3200000,3750000,4200000,+6.45%,2025-06-12
枯木樹液消耗品,123,30000,30000,30000,0.00%,2025-06-12
頭盔體力卷軸10%卷軸,120,42000,50000,52000,+1.70%,2025-06-12
詛咒娃娃其他,110,60,100,250,+8.38%,2025-06-12
盾牌生命卷軸10%卷軸,106,220000,250000,250001,+1.47%,2025-06-12
金飛鏢裝備,106,350000,599999,800000,-16.74%,2025-06-12
披風力量卷軸100%卷軸,104,135000,150000,155000,-0.61%,2025-06-12
馬堤安的觸角其他,99,270,500,800,+20.83%,2025-06-12
土飛鏢裝備,94,5400000,6499998,7000000,-10.00%,2025-06-12
披風智力卷軸100%卷軸,92,99999,100000,100000,0.00%,2025-06-12
盾牌防禦卷軸60%卷軸,87,1998,7500,13000,+24.40%,2025-06-12
短杖魔力卷軸10%卷軸,87,340000,450000,550000,+5.04%,2025-06-12
上衣力量卷軸60%卷軸,85,1450000,1700000,1880000,+4.90%,2025-06-12
肥肥頭其他,85,23000,30000,30000,-0.96%,2025-06-12
披風幸運卷軸100%卷軸,83,320000,399999,420000,+1.29%,2025-06-12
黑暗母礦其他,80,20000,30000,35000,+9.95%,2025-06-12
指虎命中卷軸60%卷軸,79,15000,25000,30000,+6.94%,2025-06-12
披風體力卷軸10%卷軸,78,42000,50000,62000,-3.20%,2025-06-12
套服智力卷軸10%卷軸,75,1475000,1880000,2200000,+7.56%,2025-06-12
鋼鐵母礦其他,75,4888,6800,8500,+16.08%,2025-06-12
單手棍攻擊卷軸60%卷軸,73,3000,10000,13000,-13.73%,2025-06-12
套服幸運卷軸10%卷軸,73,1100000,1500000,1800000,+5.23%,2025-06-12
敏捷母礦其他,73,33000,49999,57000,-5.76%,2025-06-12
頭盔智力卷軸60%卷軸,70,2999999,3444444,3700000,+4.62%,2025-06-12
頭盔防禦卷軸60%卷軸,70,1500,6000,10000,+17.42%,2025-06-12
矛命中卷軸10%卷軸,68,2000,8999,10000,+3.41%,2025-06-12
套服力量卷軸100%卷軸,65,45000,75000,90000,+2.61%,2025-06-12
手套生命卷軸60%卷軸,64,220000,250000,320000,+2.76%,2025-06-12
槍攻擊卷軸10%卷軸,64,35000,50000,55000,+2.87%,2025-06-12
雙手斧攻擊卷軸60%卷軸,64,5000,15000,25000,-16.17%,2025-06-12
耳環生命卷軸60%卷軸,63,150000,250000,330000,+16.21%,2025-06-12
手套攻擊卷軸60%卷軸,1170,1450000,1599999,1650000,-0.12%,2025-06-13
披風幸運卷軸60%卷軸,903,1150000,1250000,1350000,+1.58%,2025-06-13
短劍攻擊卷軸60%卷軸,730,560000,650000,720000,+1.01%,2025-06-13
手槍攻擊力卷軸60%卷軸,660,225000,270000,320000,-0.50%,2025-06-13
拳套攻擊卷軸60%卷軸,640,428888,500000,520000,+1.93%,2025-06-13
耳飾幸運卷軸10%卷軸,630,220000,250000,260000,+1.51%,2025-06-13
盾牌幸運卷軸60%卷軸,626,1275000,1300000,1375000,-0.52%,2025-06-13
披風智力卷軸60%卷軸,601,470000,550000,620000,-1.58%,2025-06-13
披風敏捷性卷軸60%卷軸,545,1650000,1750000,1850000,+0.46%,2025-06-13
弓攻擊卷軸60%卷軸,543,175000,210000,270000,-0.99%,2025-06-13
短杖魔力卷軸60%卷軸,525,220000,250000,260000,-0.05%,2025-06-13
套服敏捷卷軸60%卷軸,503,880000,1000000,1150000,+4.84%,2025-06-13
長杖魔力卷軸60%卷軸,484,275000,300000,375000,-2.20%,2025-06-13
槍命中卷軸60%卷軸,483,80000,130000,160000,-0.35%,2025-06-13
頭盔智力卷軸100%卷軸,482,179998,220000,275000,-4.83%,2025-06-13
鞋子跳躍卷軸10%卷軸,475,179999,230000,275000,+3.40%,2025-06-13
套服敏捷卷軸10%卷軸,467,230000,350000,520000,+15.32%,2025-06-13
耳環智力卷軸60%卷軸,466,880000,900000,970000,-0.09%,2025-06-13
拳套攻擊卷軸10%卷軸,464,469000,500000,570000,+0.78%,2025-06-13
雙手劍命中卷軸60%卷軸,384,50000,70000,90000,-1.17%,2025-06-13
頭盔敏捷性卷軸100%卷軸,381,390000,400000,430000,-0.39%,2025-06-13
弩攻擊卷軸60%卷軸,374,28000,40000,55999,+2.47%,2025-06-13
槍攻擊卷軸60%卷軸,373,89999,100000,130000,-1.28%,2025-06-13
手套敏捷性卷軸60%卷軸,361,90000,100000,130000,-1.10%,2025-06-13
耳飾幸運卷軸100%卷軸,358,480000,510000,570000,-1.65%,2025-06-13
上衣幸運卷軸100%卷軸,348,290000,350000,420000,-8.12%,2025-06-13
鞋子跳躍卷軸60%卷軸,335,680000,800000,960000,+3.08%,2025-06-13
披風力量卷軸60%卷軸,300,925000,1000000,1010000,+0.51%,2025-06-13
手套攻擊卷軸100%卷軸,293,330000,400000,490000,-3.24%,2025-06-13
飄雪結晶商城道具,280,58000,77000,100000,+20.33%,2025-06-13
頭盔體力卷軸60%卷軸,268,370000,400000,410000,+0.16%,2025-06-13
鞋子敏捷性卷軸60%卷軸,260,40000,60000,80000,-0.20%,2025-06-13
短劍攻擊卷軸10%卷軸,254,230000,400000,520000,+15.21%,2025-06-13
指虎攻擊卷軸60%卷軸,248,22000,30000,45000,-5.22%,2025-06-13
手套敏捷性卷軸10%卷軸,245,35000,50000,55000,+3.34%,2025-06-13
矛攻擊卷軸60%卷軸,244,10000,30000,50000,-0.19%,2025-06-13
單手劍攻擊卷軸60%卷軸,239,43000,50000,70000,-0.52%,2025-06-13
套服幸運卷軸60%卷軸,237,3480000,3500000,3569000,+0.03%,2025-06-13
披風幸運卷軸10%卷軸,230,200000,200000,200000,0.00%,2025-06-13
套服智力卷軸60%卷軸,229,4700000,5000000,5100000,+0.86%,2025-06-13
上衣力量卷軸100%卷軸,224,170000,200000,210000,-2.35%,2025-06-13
手套攻擊卷軸10%卷軸,223,780000,800000,860000,-0.06%,2025-06-13
披風體力卷軸60%卷軸,210,195000,200000,200000,-0.09%,2025-06-13
耳飾體力卷軸60%卷軸,201,135000,150000,190000,+0.24%,2025-06-13
雙手劍攻擊卷軸60%卷軸,197,35000,49999,55000,+1.85%,2025-06-13
食人花的花蜜其他,197,800000,900000,1000000,+2.21%,2025-06-13
神秘背包商城道具,195,800000,850000,950000,+6.57%,2025-06-13
披風敏捷性卷軸100%卷軸,193,230000,290000,320000,-4.82%,2025-06-13
盾牌幸運卷軸100%卷軸,184,330000,400000,420000,-7.28%,2025-06-13
槍命中卷軸10%卷軸,183,7500,10000,17000,-4.49%,2025-06-13
弓攻擊卷軸10%卷軸,176,140000,250000,350000,+14.48%,2025-06-13
酋長的地契其他,176,260000,333333,400000,+7.87%,2025-06-13
鞋子速度卷軸60%卷軸,176,28000,45000,55555,+4.56%,2025-06-13
上衣體力卷軸10%卷軸,172,20000,40000,60000,+0.40%,2025-06-13
單手棍命中卷軸60%卷軸,168,15000,25000,35000,-0.81%,2025-06-13
鞋子移動速度卷軸60%卷軸,160,28000,30000,40000,+2.24%,2025-06-13
矛命中卷軸60%卷軸,155,35000,60000,80000,+1.67%,2025-06-13
盾牌幸運卷軸10%卷軸,154,450000,550000,650000,-0.87%,2025-06-13
盾牌力量卷軸60%卷軸,151,95000,150000,230000,+18.08%,2025-06-13
手槍攻擊力卷軸10%卷軸,147,180000,350000,500000,+0.87%,2025-06-13
套服幸運卷軸100%卷軸,146,1350000,1450000,1550000,-2.49%,2025-06-13
鞋子敏捷性卷軸10%卷軸,144,33333,50000,57500,+3.77%,2025-06-13
下衣體力卷軸60%卷軸,142,375000,420000,450000,+1.19%,2025-06-13
高級瞬移之石商城道具,140,120000,130000,150000,+9.45%,2025-06-13
盾牌生命卷軸60%卷軸,133,720000,800000,820000,+0.25%,2025-06-13
長杖魔力卷軸10%卷軸,128,200000,400000,500000,+17.80%,2025-06-13
上衣體力卷軸60%卷軸,117,180000,250000,320000,-16.69%,2025-06-13
套服智力卷軸100%卷軸,116,2000000,2000000,2000000,0.00%,2025-06-13
耳飾敏捷卷軸100%卷軸,115,3300000,3800000,4200000,+4.45%,2025-06-13
耳飾體力卷軸10%卷軸,114,90000,100000,130000,+2.62%,2025-06-13
頭盔體力卷軸10%卷軸,113,42000,50000,52000,+0.19%,2025-06-13
枯木樹液消耗品,110,30000,30000,30000,0.00%,2025-06-13
盾牌生命卷軸10%卷軸,108,210000,250000,266666,-0.39%,2025-06-13
披風力量卷軸100%卷軸,103,135000,150000,155000,-0.48%,2025-06-13
馬堤安的觸角其他,99,270,500,800,+15.53%,2025-06-13
詛咒娃娃其他,95,64,100,180,+1.74%,2025-06-13
金飛鏢裝備,95,350000,555555,800000,-21.85%,2025-06-13
披風智力卷軸100%卷軸,86,99999,100000,100000,0.00%,2025-06-13
土飛鏢裝備,85,5300000,6299999,7000000,-10.63%,2025-06-13
上衣力量卷軸60%卷軸,82,1450000,1700000,1880000,+3.67%,2025-06-13
肥肥頭其他,82,23000,30000,32000,+1.12%,2025-06-13
盾牌防禦卷軸60%卷軸,81,1998,8000,13000,+18.80%,2025-06-13
短杖魔力卷軸10%卷軸,80,340000,450000,550000,+6.65%,2025-06-13
黑暗母礦其他,79,18000,30000,42000,+14.36%,2025-06-13
披風幸運卷軸100%卷軸,75,320000,399999,420000,-0.78%,2025-06-13
鋼鐵母礦其他,71,4888,7000,8500,+14.27%,2025-06-13
指虎命中卷軸60%卷軸,69,15000,25000,30000,-2.12%,2025-06-13
指虎攻擊卷軸10%卷軸,69,7000,10000,15000,+13.22%,2025-06-13
矛命中卷軸10%卷軸,69,2000,9000,10000,+1.58%,2025-06-13
單手棍攻擊卷軸60%卷軸,66,3000,10000,13000,-20.66%,2025-06-13
敏捷母礦其他,66,33000,50000,57000,-10.89%,2025-06-13
套服智力卷軸10%卷軸,65,1475000,1900000,2200000,+1.10%,2025-06-13
套服力量卷軸100%卷軸,62,45000,70000,88888,+2.03%,2025-06-13
雙手斧攻擊卷軸60%卷軸,62,9000,15000,25000,-17.36%,2025-06-13
頭盔智力卷軸60%卷軸,62,2999999,3499999,3700000,+2.92%,2025-06-13
頭盔防禦卷軸60%卷軸,62,1500,6000,10000,+10.76%,2025-06-13
槍攻擊卷軸10%卷軸,61,35000,50000,55000,+7.61%,2025-06-13
耳環生命卷軸60%卷軸,61,140000,250000,350000,+17.79%,2025-06-13
柔軟的羽毛其他,60,650,900,1100,+10.20%,2025-06-13
套服幸運卷軸10%卷軸,59,1249998,1500000,1800000,+6.11%,2025-06-13
手套攻擊卷軸60%卷軸,1142,1450000,1600000,1650000,+0.02%,2025-06-14
披風幸運卷軸60%卷軸,917,1150000,1250000,1350000,+0.80%,2025-06-14
披風敏捷性卷軸60%卷軸,786,1600000,1800000,2000000,+5.00%,2025-06-14
短劍攻擊卷軸60%卷軸,739,560000,650000,748888,+1.30%,2025-06-14
盾牌幸運卷軸60%卷軸,726,1249998,1300000,1380000,-0.30%,2025-06-14
手槍攻擊力卷軸60%卷軸,676,225000,270000,320000,+1.93%,2025-06-14
拳套攻擊卷軸60%卷軸,633,428888,500000,520000,+1.50%,2025-06-14
耳飾幸運卷軸10%卷軸,617,220000,250000,260000,+1.26%,2025-06-14
套服敏捷卷軸60%卷軸,576,899999,1000000,1300000,+14.56%,2025-06-14
短杖魔力卷軸60%卷軸,547,220000,250000,260000,-0.81%,2025-06-14
弓攻擊卷軸60%卷軸,525,175000,220000,270000,-3.03%,2025-06-14
披風智力卷軸60%卷軸,470,470000,540000,590000,-3.23%,2025-06-14
槍命中卷軸60%卷軸,465,80000,120000,160000,-3.31%,2025-06-14
鞋子跳躍卷軸10%卷軸,458,190000,230000,270000,+3.00%,2025-06-14
耳環智力卷軸60%卷軸,450,870000,900000,990000,-0.36%,2025-06-14
套服敏捷卷軸10%卷軸,439,270000,400000,500000,+9.84%,2025-06-14
頭盔智力卷軸100%卷軸,433,179998,220000,275000,-4.43%,2025-06-14
拳套攻擊卷軸10%卷軸,398,479999,500000,570000,+1.13%,2025-06-14
雙手劍命中卷軸60%卷軸,394,50000,70000,90000,-1.33%,2025-06-14
槍攻擊卷軸60%卷軸,393,90000,100000,130000,+0.84%,2025-06-14
手套敏捷性卷軸60%卷軸,387,90000,100000,130000,+3.75%,2025-06-14
披風力量卷軸60%卷軸,382,880000,1000000,1150000,+2.99%,2025-06-14
長杖魔力卷軸60%卷軸,380,280000,300000,340000,-0.71%,2025-06-14
頭盔敏捷性卷軸100%卷軸,380,390000,400000,430000,+0.20%,2025-06-14
弩攻擊卷軸60%卷軸,379,29999,40000,55999,-1.11%,2025-06-14
耳飾幸運卷軸100%卷軸,360,480000,500000,570000,-2.14%,2025-06-14
上衣幸運卷軸100%卷軸,331,260000,350000,420000,-7.85%,2025-06-14
手套攻擊卷軸100%卷軸,310,330000,400000,480000,-1.78%,2025-06-14
鞋子跳躍卷軸60%卷軸,299,740000,850000,950000,+2.41%,2025-06-14
短劍攻擊卷軸10%卷軸,291,200000,400000,600000,+9.18%,2025-06-14
飄雪結晶商城道具,286,60000,81000,100000,+7.52%,2025-06-14
套服幸運卷軸60%卷軸,280,3450000,3500000,3650000,+0.03%,2025-06-14
頭盔體力卷軸60%卷軸,271,370000,400000,410000,-0.35%,2025-06-14
鞋子敏捷性卷軸60%卷軸,260,40000,60000,80000,-9.41%,2025-06-14
指虎攻擊卷軸60%卷軸,256,22000,30000,45000,-4.00%,2025-06-14
披風幸運卷軸10%卷軸,243,200000,200000,200000,0.00%,2025-06-14
盾牌幸運卷軸100%卷軸,233,280000,370000,440000,-13.09%,2025-06-14
披風體力卷軸60%卷軸,231,188888,200000,200000,-0.27%,2025-06-14
手套攻擊卷軸10%卷軸,222,777000,800000,870000,+0.17%,2025-06-14
單手劍攻擊卷軸60%卷軸,218,45000,50000,65000,+2.29%,2025-06-14
上衣力量卷軸100%卷軸,203,170000,200000,210000,-2.75%,2025-06-14
披風敏捷性卷軸100%卷軸,203,230000,299999,320000,-2.16%,2025-06-14
矛攻擊卷軸60%卷軸,197,18000,30000,45000,-9.72%,2025-06-14
耳飾體力卷軸60%卷軸,196,139000,150000,190000,-1.61%,2025-06-14
雙手劍攻擊卷軸60%卷軸,195,35000,49999,55000,+0.59%,2025-06-14
食人花的花蜜其他,193,800000,900000,1000000,+0.36%,2025-06-14
槍命中卷軸10%卷軸,188,7000,10000,19000,-0.88%,2025-06-14
上衣體力卷軸10%卷軸,180,20000,40000,60000,-0.72%,2025-06-14
神秘背包商城道具,180,800000,850000,960000,+3.78%,2025-06-14
單手棍命中卷軸60%卷軸,178,15000,25000,35000,-2.87%,2025-06-14
套服智力卷軸60%卷軸,175,4850000,5000000,5050000,+0.26%,2025-06-14
酋長的地契其他,170,260000,333333,400000,-0.41%,2025-06-14
手套敏捷性卷軸10%卷軸,164,44997,50000,50000,+0.65%,2025-06-14
矛命中卷軸60%卷軸,159,35000,60000,80000,+2.41%,2025-06-14
弓攻擊卷軸10%卷軸,155,140000,260000,350000,+1.92%,2025-06-14
盾牌幸運卷軸10%卷軸,154,450000,550000,650000,+1.24%,2025-06-14
套服幸運卷軸100%卷軸,149,1350000,1450000,1550000,-2.80%,2025-06-14
鞋子速度卷軸60%卷軸,149,32000,45000,55555,+6.98%,2025-06-14
下衣體力卷軸60%卷軸,147,375000,420000,480000,+2.57%,2025-06-14
盾牌力量卷軸60%卷軸,146,95000,150000,280000,+13.09%,2025-06-14
鞋子敏捷性卷軸10%卷軸,142,33333,50000,57500,+2.59%,2025-06-14
盾牌生命卷軸60%卷軸,129,749999,800000,820000,+1.03%,2025-06-14
鞋子移動速度卷軸60%卷軸,123,28000,30000,37000,-0.50%,2025-06-14
手槍攻擊力卷軸10%卷軸,122,230000,350000,450000,+13.00%,2025-06-14
耳飾敏捷卷軸100%卷軸,121,3499999,3800000,4250000,+3.45%,2025-06-14
套服智力卷軸100%卷軸,115,2000000,2000000,2000000,0.00%,2025-06-14
枯木樹液消耗品,114,30000,30000,30000,0.00%,2025-06-14
頭盔體力卷軸10%卷軸,112,42000,50000,52000,+1.80%,2025-06-14
高級瞬移之石商城道具,111,124000,135000,145000,+1.64%,2025-06-14
盾牌生命卷軸10%卷軸,109,210000,250000,266666,-1.65%,2025-06-14
耳飾體力卷軸10%卷軸,108,90000,100000,130000,-0.63%,2025-06-14
詛咒娃娃其他,106,64,100,180,+13.79%,2025-06-14
長杖魔力卷軸10%卷軸,103,280000,400000,500000,+13.66%,2025-06-14
上衣體力卷軸60%卷軸,101,160000,240000,290000,-12.03%,2025-06-14
馬堤安的觸角其他,95,300,600,800,+14.20%,2025-06-14
披風力量卷軸100%卷軸,94,149999,150000,150000,0.00%,2025-06-14
土飛鏢裝備,90,4777777,6000000,7000000,-14.35%,2025-06-14
金飛鏢裝備,90,299999,500000,800000,-27.76%,2025-06-14
矛命中卷軸10%卷軸,82,2800,9000,12000,+1.45%,2025-06-14
肥肥頭其他,82,23000,30000,32000,+1.50%,2025-06-14
黑暗母礦其他,82,18000,30000,42000,+3.70%,2025-06-14
披風智力卷軸100%卷軸,80,99999,100000,100000,0.00%,2025-06-14
盾牌防禦卷軸60%卷軸,76,1998,7999,13000,+14.69%,2025-06-14
鋼鐵母礦其他,76,5500,7000,9000,+9.07%,2025-06-14
套服智力卷軸10%卷軸,75,1475000,2000000,2500000,+27.75%,2025-06-14
短杖魔力卷軸10%卷軸,74,340000,450000,550000,+5.61%,2025-06-14
雙手斧攻擊卷軸60%卷軸,74,5000,15000,25000,-10.54%,2025-06-14
套服幸運卷軸10%卷軸,72,1199997,1650000,2000000,+14.36%,2025-06-14
指虎命中卷軸60%卷軸,72,15000,25000,30000,-1.65%,2025-06-14
披風體力卷軸10%卷軸,70,43000,50000,60000,-3.92%,2025-06-14
披風幸運卷軸100%卷軸,68,320000,400000,430000,-1.66%,2025-06-14
上衣力量卷軸60%卷軸,66,1599999,1750000,1880000,-2.24%,2025-06-14
頭盔智力卷軸60%卷軸,66,2999999,3500000,3900000,+4.92%,2025-06-14
單手棍攻擊卷軸60%卷軸,65,3000,8000,11000,-7.12%,2025-06-14
耳環生命卷軸60%卷軸,63,140000,250000,350000,+2.80%,2025-06-14
頭盔防禦卷軸60%卷軸,63,1500,6000,10000,+19.84%,2025-06-14
柔軟的羽毛其他,61,750,900,1000,+0.89%,2025-06-14
套服力量卷軸100%卷軸,60,45000,75000,95000,+13.99%,2025-06-14
披風智力卷軸10%卷軸,60,280000,300000,380000,+10.88%,2025-06-14
指虎攻擊卷軸10%卷軸,59,7000,10000,15000,-1.60%,2025-06-14
手套攻擊卷軸60%卷軸,1118,1450000,1600000,1650000,+0.62%,2025-06-15
盾牌幸運卷軸60%卷軸,994,1200000,1300000,1400000,-0.32%,2025-06-15
披風幸運卷軸60%卷軸,930,1150000,1250000,1350000,-0.16%,2025-06-15
短劍攻擊卷軸60%卷軸,766,580000,650000,720000,+2.08%,2025-06-15
披風敏捷性卷軸60%卷軸,754,1650000,1800000,2000000,+4.44%,2025-06-15
手槍攻擊力卷軸60%卷軸,680,225000,280000,320000,+2.70%,2025-06-15
耳飾幸運卷軸10%卷軸,645,220000,250000,260000,+1.29%,2025-06-15
耳環智力卷軸60%卷軸,624,850000,950000,1050000,+2.67%,2025-06-15
套服敏捷卷軸60%卷軸,603,850000,1100000,1450000,+14.77%,2025-06-15
短杖魔力卷軸60%卷軸,565,220000,250000,260000,-0.91%,2025-06-15
弓攻擊卷軸60%卷軸,514,175000,220000,270000,+0.76%,2025-06-15
拳套攻擊卷軸60%卷軸,502,460000,500000,510000,+0.24%,2025-06-15
拳套攻擊卷軸10%卷軸,498,450000,500000,650000,+8.32%,2025-06-15
披風智力卷軸60%卷軸,471,480000,520000,570000,-2.90%,2025-06-15
披風力量卷軸60%卷軸,460,880000,1000000,1300000,+8.40%,2025-06-15
套服敏捷卷軸10%卷軸,451,280000,420000,550000,+10.61%,2025-06-15
頭盔智力卷軸100%卷軸,441,175000,210000,275000,-3.54%,2025-06-15
長杖魔力卷軸60%卷軸,421,275000,300000,333333,+0.01%,2025-06-15
雙手劍命中卷軸60%卷軸,410,50000,70000,90000,+0.71%,2025-06-15
槍命中卷軸60%卷軸,384,88888,120000,145000,-3.41%,2025-06-15
弩攻擊卷軸60%卷軸,382,29999,40000,55999,-1.37%,2025-06-15
槍攻擊卷軸60%卷軸,366,94999,100000,125000,-0.06%,2025-06-15
耳飾幸運卷軸100%卷軸,363,479999,500000,570000,-1.33%,2025-06-15
鞋子跳躍卷軸10%卷軸,363,210000,249999,265000,+1.70%,2025-06-15
手套敏捷性卷軸60%卷軸,354,94888,100000,125000,+2.37%,2025-06-15
套服幸運卷軸60%卷軸,344,3350000,3500000,3950000,+3.57%,2025-06-15
鞋子跳躍卷軸60%卷軸,323,750000,850000,950000,+2.99%,2025-06-15
頭盔體力卷軸60%卷軸,300,370000,400000,410000,-0.74%,2025-06-15
頭盔敏捷性卷軸100%卷軸,295,395000,400000,411111,-0.07%,2025-06-15
短劍攻擊卷軸10%卷軸,283,250000,450000,650000,+17.98%,2025-06-15
飄雪結晶商城道具,278,68000,85000,97000,+4.85%,2025-06-15
上衣幸運卷軸100%卷軸,266,279999,300000,375000,-5.50%,2025-06-15
鞋子敏捷性卷軸60%卷軸,261,40000,60000,80000,-1.58%,2025-06-15
披風幸運卷軸10%卷軸,258,195000,200000,210000,-0.15%,2025-06-15
指虎攻擊卷軸60%卷軸,257,22000,30000,45000,+0.17%,2025-06-15
手套攻擊卷軸100%卷軸,256,345000,400000,445000,+1.26%,2025-06-15
耳飾體力卷軸60%卷軸,250,120000,150000,200000,-7.05%,2025-06-15
盾牌幸運卷軸100%卷軸,248,260000,350000,430000,-9.47%,2025-06-15
單手劍攻擊卷軸60%卷軸,235,45000,50000,65000,+0.44%,2025-06-15
套服智力卷軸60%卷軸,228,4899999,5000000,5300000,+0.77%,2025-06-15
披風體力卷軸60%卷軸,227,188888,200000,200000,-0.19%,2025-06-15
矛攻擊卷軸60%卷軸,213,18000,30000,45000,-0.64%,2025-06-15
手套攻擊卷軸10%卷軸,212,777000,800000,870000,+0.61%,2025-06-15
雙手劍攻擊卷軸60%卷軸,210,35000,50000,55000,+1.70%,2025-06-15
披風敏捷性卷軸100%卷軸,204,230000,290000,320000,-0.10%,2025-06-15
上衣力量卷軸100%卷軸,196,155000,199999,210000,-2.64%,2025-06-15
單手棍命中卷軸60%卷軸,196,15000,25000,35000,-2.98%,2025-06-15
食人花的花蜜其他,192,829999,900000,1000000,+0.22%,2025-06-15
酋長的地契其他,188,250000,350000,450000,+0.17%,2025-06-15
上衣體力卷軸10%卷軸,184,19000,40000,60000,-9.23%,2025-06-15
神秘背包商城道具,175,800000,870000,960000,+3.83%,2025-06-15
手套敏捷性卷軸10%卷軸,169,44999,50000,52000,+2.06%,2025-06-15
